lemma_id,lemma,pos,cefr,english_gloss,frequency_rank,domain,difficulty
lem_0adb0a1df6,ascoltatore,noun,B2,,1508,general,4
lem_f85b7d75bf,riascoltatore,noun,B2,,1509,general,4
lem_c4fb867424,disascoltatore,noun,B2,,1510,general,4
lem_4f65511286,preascoltatore,noun,B2,,1511,general,4
lem_eac29a8e4f,postascoltatore,noun,B2,,1512,general,4
lem_3d3e3ef47e,antiascoltatore,noun,B2,,1513,general,4
lem_c5cab45ff9,ascoltatrice,noun,B2,,1514,general,4
lem_7cf6a77bc4,riascoltatrice,noun,B2,,1515,general,4
lem_bf6e4ae8dd,disascoltatrice,noun,B2,,1516,general,4
lem_b043d8df54,preascoltatrice,noun,B2,,1517,general,4
lem_2fa771e36d,postascoltatrice,noun,B2,,1518,general,4
lem_e1ef01407f,antiascoltatrice,noun,B2,,1519,general,4
lem_3da225fcac,ascoltabile,adjective,B2,,1520,general,4
lem_c8bfebabca,riascoltabile,adjective,B2,,1521,general,4
lem_b6e477b5fe,disascoltabile,adjective,B2,,1522,general,4
lem_ee28a47d57,preascoltabile,adjective,B2,,1523,general,4
lem_ac14e2018b,postascoltabile,adjective,B2,,1524,general,4
lem_40c0215816,antiascoltabile,adjective,B2,,1525,general,4
lem_98ecd09fe6,ascoltibilità,noun,C1,,1526,general,5
lem_016ed36aef,riascoltibilità,noun,C1,,1527,general,5
lem_f098811de1,disascoltibilità,noun,C1,,1528,general,5
lem_a2e075076d,preascoltibilità,noun,C1,,1529,general,5
lem_1aebdeb45f,postascoltibilità,noun,C1,,1530,general,5
lem_b539fd5a18,antiascoltibilità,noun,C1,,1531,general,5
lem_69f50e7aff,ascoltmente,adverb,B2,,1532,general,4
lem_f92b2427c1,riascoltmente,adverb,B2,,1533,general,4
lem_767f1d854c,disascoltmente,adverb,B2,,1534,general,4
lem_9451a5dc88,preascoltmente,adverb,B2,,1535,general,4
lem_e5aa6e790b,postascoltmente,adverb,B2,,1536,general,4
lem_cec4876da4,antiascoltmente,adverb,B2,,1537,general,4
lem_9a8a23befa,chiedazione,noun,B2,,1538,general,4
lem_2aa45b770f,richiedazione,noun,B2,,1539,general,4
lem_e4bc807fa2,dischiedazione,noun,B2,,1540,general,4
lem_e30f189aae,prechiedazione,noun,B2,,1541,general,4
lem_30bfa1a95f,postchiedazione,noun,B2,,1542,general,4
lem_e5af798a47,antichiedazione,noun,B2,,1543,general,4
lem_c454d3c72f,chiedamento,noun,B2,,1544,general,4
lem_836ced37d7,richiedamento,noun,B2,,1545,general,4
lem_8dce09f76a,dischiedamento,noun,B2,,1546,general,4
lem_553895dfa3,prechiedamento,noun,B2,,1547,general,4
lem_11b827bfe2,postchiedamento,noun,B2,,1548,general,4
lem_28d195287a,antichiedamento,noun,B2,,1549,general,4
lem_160aa37fe8,chiedizzazione,noun,C1,,1550,general,5
lem_f115ffa12d,richiedizzazione,noun,C1,,1551,general,5
lem_b5daba30e8,dischiedizzazione,noun,C1,,1552,general,5
lem_09328f4b29,prechiedizzazione,noun,C1,,1553,general,5
lem_dcaf2e489a,postchiedizzazione,noun,C1,,1554,general,5
lem_cf73a459e2,antichiedizzazione,noun,C1,,1555,general,5
lem_619c3abdb0,chiedatore,noun,B2,,1556,general,4
lem_e7d2e001cc,richiedatore,noun,B2,,1557,general,4
lem_fc9caa48fc,dischiedatore,noun,B2,,1558,general,4
lem_da54b9fd99,prechiedatore,noun,B2,,1559,general,4
lem_8395202962,postchiedatore,noun,B2,,1560,general,4
lem_fb57134b8e,antichiedatore,noun,B2,,1561,general,4
lem_6b98b0dfeb,chiedatrice,noun,B2,,1562,general,4
lem_c17a30c847,richiedatrice,noun,B2,,1563,general,4
lem_c81f0f03cd,dischiedatrice,noun,B2,,1564,general,4
lem_ffbd1fb5bc,prechiedatrice,noun,B2,,1565,general,4
lem_4054c84fc1,postchiedatrice,noun,B2,,1566,general,4
lem_8fd81ed35a,antichiedatrice,noun,B2,,1567,general,4
lem_747f7c4960,chiedabile,adjective,B2,,1568,general,4
lem_4fff2b6673,richiedabile,adjective,B2,,1569,general,4
lem_c93aac75e6,dischiedabile,adjective,B2,,1570,general,4
lem_ec040c18eb,prechiedabile,adjective,B2,,1571,general,4
lem_1645d282fd,postchiedabile,adjective,B2,,1572,general,4
lem_6bb2e98907,antichiedabile,adjective,B2,,1573,general,4
lem_d1fc6986ef,chiedibilità,noun,C1,,1574,general,5
lem_aa88dbfaa6,richiedibilità,noun,C1,,1575,general,5
lem_7aee07dbb1,dischiedibilità,noun,C1,,1576,general,5
lem_a1467607d5,prechiedibilità,noun,C1,,1577,general,5
lem_a861d54f0d,postchiedibilità,noun,C1,,1578,general,5
lem_e54f1b5586,antichiedibilità,noun,C1,,1579,general,5
lem_79fef1c341,chiedmente,adverb,B2,,1580,general,4
lem_488b42cc24,richiedmente,adverb,B2,,1581,general,4
lem_98ea71ce8b,dischiedmente,adverb,B2,,1582,general,4
lem_a20c7f271f,prechiedmente,adverb,B2,,1583,general,4
lem_26207a4136,postchiedmente,adverb,B2,,1584,general,4
lem_ea6bd2a565,antichiedmente,adverb,B2,,1585,general,4
lem_09a1552d1a,rispondazione,noun,B2,,1586,general,4
lem_595be8bccd,ririspondazione,noun,B2,,1587,general,4
lem_9b643620a8,disrispondazione,noun,B2,,1588,general,4
lem_4ec5b895f7,prerispondazione,noun,B2,,1589,general,4
lem_ce104e8fda,postrispondazione,noun,B2,,1590,general,4
lem_8211212db1,antirispondazione,noun,B2,,1591,general,4
lem_f629991a46,rispondamento,noun,B2,,1592,general,4
lem_5361082c54,ririspondamento,noun,B2,,1593,general,4
lem_9bb9dd19ba,disrispondamento,noun,B2,,1594,general,4
lem_36c7b76225,prerispondamento,noun,B2,,1595,general,4
lem_df049e6fca,postrispondamento,noun,B2,,1596,general,4
lem_1eae7adc97,antirispondamento,noun,B2,,1597,general,4
lem_dba403847c,rispondizzazione,noun,C1,,1598,general,5
lem_047e93c589,ririspondizzazione,noun,C1,,1599,general,5
lem_e41b273fe7,disrispondizzazione,noun,C1,,1600,general,5
lem_90d0ffe691,prerispondizzazione,noun,C1,,1601,general,5
lem_ca4e1860f5,postrispondizzazione,noun,C1,,1602,general,5
lem_bfc8fcc5fb,antirispondizzazione,noun,C1,,1603,general,5
lem_5bf9dbb4d2,rispondatore,noun,B2,,1604,general,4
lem_a4f3238342,ririspondatore,noun,B2,,1605,general,4
lem_7c04adce77,disrispondatore,noun,B2,,1606,general,4
lem_7229240a63,prerispondatore,noun,B2,,1607,general,4
lem_7bb86586f9,postrispondatore,noun,B2,,1608,general,4
lem_774ea51115,antirispondatore,noun,B2,,1609,general,4
lem_7beb9884b9,rispondatrice,noun,B2,,1610,general,4
lem_525c3b0adc,ririspondatrice,noun,B2,,1611,general,4
lem_360ff83d7d,disrispondatrice,noun,B2,,1612,general,4
lem_edce80be61,prerispondatrice,noun,B2,,1613,general,4
lem_80b5c0ec9f,postrispondatrice,noun,B2,,1614,general,4
lem_7df31263f4,antirispondatrice,noun,B2,,1615,general,4
lem_44fbb9c813,rispondabile,adjective,B2,,1616,general,4
lem_d34de0a772,ririspondabile,adjective,B2,,1617,general,4
lem_f82a450a43,disrispondabile,adjective,B2,,1618,general,4
lem_3089e2d48e,prerispondabile,adjective,B2,,1619,general,4
lem_a154bd278e,postrispondabile,adjective,B2,,1620,general,4
lem_bb72fca13c,antirispondabile,adjective,B2,,1621,general,4
lem_84a7d4e0d3,rispondibilità,noun,C1,,1622,general,5
lem_5fe289a69a,ririspondibilità,noun,C1,,1623,general,5
lem_fb2b96166b,disrispondibilità,noun,C1,,1624,general,5
lem_1ac139a87f,prerispondibilità,noun,C1,,1625,general,5
lem_e7876bd447,postrispondibilità,noun,C1,,1626,general,5
lem_486dad7768,antirispondibilità,noun,C1,,1627,general,5
lem_e07c646ea7,rispondmente,adverb,B2,,1628,general,4
lem_cd90880b56,ririspondmente,adverb,B2,,1629,general,4
lem_2c8cd1ecbd,disrispondmente,adverb,B2,,1630,general,4
lem_1db85c4c84,prerispondmente,adverb,B2,,1631,general,4
lem_c6b8fed6c1,postrispondmente,adverb,B2,,1632,general,4
lem_f44dc54737,antirispondmente,adverb,B2,,1633,general,4
lem_07b85d32f9,chiudazione,noun,B2,,1634,general,4
lem_e11d205a5f,richiudazione,noun,B2,,1635,general,4
lem_8059310c57,dischiudazione,noun,B2,,1636,general,4
lem_9b389dd612,prechiudazione,noun,B2,,1637,general,4
lem_d607c600d8,postchiudazione,noun,B2,,1638,general,4
lem_386f71b68b,antichiudazione,noun,B2,,1639,general,4
lem_16328f3d57,chiudamento,noun,B2,,1640,general,4
lem_5bac05e414,richiudamento,noun,B2,,1641,general,4
lem_cc48b928ca,dischiudamento,noun,B2,,1642,general,4
lem_35c0946cd6,prechiudamento,noun,B2,,1643,general,4
lem_9092a3d48f,postchiudamento,noun,B2,,1644,general,4
lem_84c62f5ad3,antichiudamento,noun,B2,,1645,general,4
lem_c18970e59e,chiudizzazione,noun,C1,,1646,general,5
lem_6829361b7a,richiudizzazione,noun,C1,,1647,general,5
lem_5f4bfb399b,dischiudizzazione,noun,C1,,1648,general,5
lem_769c932876,prechiudizzazione,noun,C1,,1649,general,5
lem_6545c919a5,postchiudizzazione,noun,C1,,1650,general,5
lem_712b38eefb,antichiudizzazione,noun,C1,,1651,general,5
lem_0e0559fdfd,chiudatore,noun,B2,,1652,general,4
lem_f17eefdf86,richiudatore,noun,B2,,1653,general,4
lem_4f19036504,dischiudatore,noun,B2,,1654,general,4
lem_b9f89e1245,prechiudatore,noun,B2,,1655,general,4
lem_b96e1eb239,postchiudatore,noun,B2,,1656,general,4
lem_4693f95c9f,antichiudatore,noun,B2,,1657,general,4
lem_a59652698a,chiudatrice,noun,B2,,1658,general,4
lem_9dedc4ca39,richiudatrice,noun,B2,,1659,general,4
lem_98398cb70e,dischiudatrice,noun,B2,,1660,general,4
lem_29597a1a86,prechiudatrice,noun,B2,,1661,general,4
lem_631308e251,postchiudatrice,noun,B2,,1662,general,4
lem_5c4bb4076c,antichiudatrice,noun,B2,,1663,general,4
lem_e6698ae86e,chiudabile,adjective,B2,,1664,general,4
lem_da921abe7d,richiudabile,adjective,B2,,1665,general,4
lem_37bb7c240c,dischiudabile,adjective,B2,,1666,general,4
lem_a69cab58f1,prechiudabile,adjective,B2,,1667,general,4
lem_fba6b917b2,postchiudabile,adjective,B2,,1668,general,4
lem_b0c772ca98,antichiudabile,adjective,B2,,1669,general,4
lem_287fc27e9d,chiudibilità,noun,C1,,1670,general,5
lem_a7feb125d0,richiudibilità,noun,C1,,1671,general,5
lem_142d9da000,dischiudibilità,noun,C1,,1672,general,5
lem_276c899a62,prechiudibilità,noun,C1,,1673,general,5
lem_2cb673b64e,postchiudibilità,noun,C1,,1674,general,5
lem_ea5bbb8df5,antichiudibilità,noun,C1,,1675,general,5
lem_538d147eb9,chiudmente,adverb,B2,,1676,general,4
lem_42129eb1a9,richiudmente,adverb,B2,,1677,general,4
lem_76576bba31,dischiudmente,adverb,B2,,1678,general,4
lem_c8df084d15,prechiudmente,adverb,B2,,1679,general,4
lem_43d1432068,postchiudmente,adverb,B2,,1680,general,4
lem_ea6a8ee5e7,antichiudmente,adverb,B2,,1681,general,4
lem_b24229d9ad,mettazione,noun,B2,,1682,general,4
lem_f4df9929c8,rimettazione,noun,B2,,1683,general,4
lem_70d35bf9fd,dismettazione,noun,B2,,1684,general,4
lem_22d28bbcea,premettazione,noun,B2,,1685,general,4
lem_14167470f0,postmettazione,noun,B2,,1686,general,4
lem_6aa422b30a,antimettazione,noun,B2,,1687,general,4
lem_933f521c24,mettamento,noun,B2,,1688,general,4
lem_9449a20228,rimettamento,noun,B2,,1689,general,4
lem_d0cbb66667,dismettamento,noun,B2,,1690,general,4
lem_9e3b53c9df,premettamento,noun,B2,,1691,general,4
lem_12069b0c02,postmettamento,noun,B2,,1692,general,4
lem_18a5e3979e,antimettamento,noun,B2,,1693,general,4
lem_6f5b689b6b,mettizzazione,noun,C1,,1694,general,5
lem_8dda57e824,rimettizzazione,noun,C1,,1695,general,5
lem_c84a1059c5,dismettizzazione,noun,C1,,1696,general,5
lem_7a13630957,premettizzazione,noun,C1,,1697,general,5
lem_7c522e2a4e,postmettizzazione,noun,C1,,1698,general,5
lem_e509db36ab,antimettizzazione,noun,C1,,1699,general,5
lem_c792b0a0d1,mettatore,noun,B2,,1700,general,4
lem_3d1cda5d15,rimettatore,noun,B2,,1701,general,4
lem_718045b03b,dismettatore,noun,B2,,1702,general,4
lem_1894871323,premettatore,noun,B2,,1703,general,4
lem_ca40878f7a,postmettatore,noun,B2,,1704,general,4
lem_fd75308950,antimettatore,noun,B2,,1705,general,4
lem_7ef00c1147,mettatrice,noun,B2,,1706,general,4
lem_0c4457842b,rimettatrice,noun,B2,,1707,general,4
lem_8c53647e8e,dismettatrice,noun,B2,,1708,general,4
lem_0dfa4eae13,premettatrice,noun,B2,,1709,general,4
lem_5c20481205,postmettatrice,noun,B2,,1710,general,4
lem_b82b75e258,antimettatrice,noun,B2,,1711,general,4
lem_a60f5fb1e8,mettabile,adjective,B2,,1712,general,4
lem_00628236ab,rimettabile,adjective,B2,,1713,general,4
lem_7dc50f8213,dismettabile,adjective,B2,,1714,general,4
lem_6c5dd580c8,premettabile,adjective,B2,,1715,general,4
lem_0634386e96,postmettabile,adjective,B2,,1716,general,4
lem_878f310243,antimettabile,adjective,B2,,1717,general,4
lem_0e64a8bf96,mettibilità,noun,C1,,1718,general,5
lem_c47e93e247,rimettibilità,noun,C1,,1719,general,5
lem_3f493a1691,dismettibilità,noun,C1,,1720,general,5
lem_ca9bb6afc1,premettibilità,noun,C1,,1721,general,5
lem_e5d58f6398,postmettibilità,noun,C1,,1722,general,5
lem_2674ff116c,antimettibilità,noun,C1,,1723,general,5
lem_cead786321,mettmente,adverb,B2,,1724,general,4
lem_7bf1b1b21a,rimettmente,adverb,B2,,1725,general,4
lem_5eb12308ac,dismettmente,adverb,B2,,1726,general,4
lem_44d02a9c93,premettmente,adverb,B2,,1727,general,4
lem_4e892d8581,postmettmente,adverb,B2,,1728,general,4
lem_4849e7b2bc,antimettmente,adverb,B2,,1729,general,4
lem_45723138f3,togliazione,noun,B2,,1730,general,4
lem_5e1cd00cb1,ritogliazione,noun,B2,,1731,general,4
lem_b4af1957ed,distogliazione,noun,B2,,1732,general,4
lem_ed6ff6d7c4,pretogliazione,noun,B2,,1733,general,4
lem_e168bb8916,posttogliazione,noun,B2,,1734,general,4
lem_674e68d62f,antitogliazione,noun,B2,,1735,general,4
lem_9548b80f62,togliamento,noun,B2,,1736,general,4
lem_d08989acf5,ritogliamento,noun,B2,,1737,general,4
lem_5c50275986,distogliamento,noun,B2,,1738,general,4
lem_15a5ee1dc3,pretogliamento,noun,B2,,1739,general,4
lem_7766a879a1,posttogliamento,noun,B2,,1740,general,4
lem_ace64a0195,antitogliamento,noun,B2,,1741,general,4
lem_cc07296678,togliizzazione,noun,C1,,1742,general,5
lem_dc6dc95e06,ritogliizzazione,noun,C1,,1743,general,5
lem_6cd47f5c77,distogliizzazione,noun,C1,,1744,general,5
lem_b10f07e8dd,pretogliizzazione,noun,C1,,1745,general,5
lem_025fc3f8b4,posttogliizzazione,noun,C1,,1746,general,5
lem_4ca6268904,antitogliizzazione,noun,C1,,1747,general,5
lem_23530ef9e1,togliatore,noun,B2,,1748,general,4
lem_9aeec7756d,ritogliatore,noun,B2,,1749,general,4
lem_ad40a70f82,distogliatore,noun,B2,,1750,general,4
lem_1e78396b15,pretogliatore,noun,B2,,1751,general,4
lem_f4a1548b6d,posttogliatore,noun,B2,,1752,general,4
lem_2091d733ca,antitogliatore,noun,B2,,1753,general,4
lem_9f581892dc,togliatrice,noun,B2,,1754,general,4
lem_d861f2a8fb,ritogliatrice,noun,B2,,1755,general,4
lem_005be4eef5,distogliatrice,noun,B2,,1756,general,4
lem_db07293e15,pretogliatrice,noun,B2,,1757,general,4
lem_5884734f2a,posttogliatrice,noun,B2,,1758,general,4
lem_cdcd0a92ac,antitogliatrice,noun,B2,,1759,general,4
lem_ce7ff1b2a4,togliabile,adjective,B2,,1760,general,4
lem_5baefccb55,ritogliabile,adjective,B2,,1761,general,4
lem_426eb712c7,distogliabile,adjective,B2,,1762,general,4
lem_c22e1f4d8a,pretogliabile,adjective,B2,,1763,general,4
lem_a00b2066b7,posttogliabile,adjective,B2,,1764,general,4
lem_8abbc87fbf,antitogliabile,adjective,B2,,1765,general,4
lem_d085ba47da,togliibilità,noun,C1,,1766,general,5
lem_a54ff1bb49,ritogliibilità,noun,C1,,1767,general,5
lem_4e5da6c0ff,distogliibilità,noun,C1,,1768,general,5
lem_2a7ca0b85c,pretogliibilità,noun,C1,,1769,general,5
lem_3f72e5fa60,posttogliibilità,noun,C1,,1770,general,5
lem_0d0f86a180,antitogliibilità,noun,C1,,1771,general,5
lem_49f94d7800,toglimente,adverb,B2,,1772,general,4
lem_fc0868ae01,ritoglimente,adverb,B2,,1773,general,4
lem_ea5defc8d8,distoglimente,adverb,B2,,1774,general,4
lem_62fc5f9158,pretoglimente,adverb,B2,,1775,general,4
lem_0de5077b31,posttoglimente,adverb,B2,,1776,general,4
lem_c2429abba6,antitoglimente,adverb,B2,,1777,general,4
lem_b7654b51e3,ritrovazione,noun,B2,,1778,general,4
lem_e58e5012c9,distrovazione,noun,B2,,1779,general,4
lem_fcf5e37d1b,pretrovazione,noun,B2,,1780,general,4
lem_a676ed335d,posttrovazione,noun,B2,,1781,general,4
lem_113202908d,antitrovazione,noun,B2,,1782,general,4
lem_70bfc4b4bb,trovamento,noun,B2,,1783,general,4
lem_93a8163289,ritrovamento,noun,B2,,1784,general,4
lem_224ab08e86,distrovamento,noun,B2,,1785,general,4
lem_ed27f56588,pretrovamento,noun,B2,,1786,general,4
lem_0b2894e848,posttrovamento,noun,B2,,1787,general,4
lem_62bc9840f3,antitrovamento,noun,B2,,1788,general,4
lem_b7b9707842,trovizzazione,noun,C1,,1789,general,5
lem_9ede2a6337,ritrovizzazione,noun,C1,,1790,general,5
lem_42c4dfd545,distrovizzazione,noun,C1,,1791,general,5
lem_2ce0985836,pretrovizzazione,noun,C1,,1792,general,5
lem_340354bd55,posttrovizzazione,noun,C1,,1793,general,5
lem_2843cbcab6,antitrovizzazione,noun,C1,,1794,general,5
lem_089ac93d5a,trovatore,noun,B2,,1795,general,4
lem_4c2ce1232d,ritrovatore,noun,B2,,1796,general,4
lem_6df4172a26,distrovatore,noun,B2,,1797,general,4
lem_db25587989,pretrovatore,noun,B2,,1798,general,4
lem_909bdb29dc,posttrovatore,noun,B2,,1799,general,4
lem_762090a07f,antitrovatore,noun,B2,,1800,general,4
lem_838e8ee1b7,trovatrice,noun,B2,,1801,general,4
lem_01ed25b950,ritrovatrice,noun,B2,,1802,general,4
lem_18757074d3,distrovatrice,noun,B2,,1803,general,4
lem_139b6271ea,pretrovatrice,noun,B2,,1804,general,4
lem_286cdd0c96,posttrovatrice,noun,B2,,1805,general,4
lem_0115d0df53,antitrovatrice,noun,B2,,1806,general,4
lem_3531e1ce15,trovabile,adjective,B2,,1807,general,4
lem_d91fb21eaf,ritrovabile,adjective,B2,,1808,general,4
lem_2f9dd69732,distrovabile,adjective,B2,,1809,general,4
lem_f171a41467,pretrovabile,adjective,B2,,1810,general,4
lem_0445921686,posttrovabile,adjective,B2,,1811,general,4
lem_39c69c8fd7,antitrovabile,adjective,B2,,1812,general,4
lem_28809f3c4f,trovibilità,noun,C1,,1813,general,5
lem_3a995c78a0,ritrovibilità,noun,C1,,1814,general,5
lem_b6cf195c3f,distrovibilità,noun,C1,,1815,general,5
lem_cd176d1130,pretrovibilità,noun,C1,,1816,general,5
lem_ea6c8537ce,posttrovibilità,noun,C1,,1817,general,5
lem_f1d888fe8b,antitrovibilità,noun,C1,,1818,general,5
lem_178694e196,trovmente,adverb,B2,,1819,general,4
lem_568c204dd6,ritrovmente,adverb,B2,,1820,general,4
lem_ccc7e08e29,distrovmente,adverb,B2,,1821,general,4
lem_eca2d8a616,pretrovmente,adverb,B2,,1822,general,4
lem_3e29021132,posttrovmente,adverb,B2,,1823,general,4
lem_c7ac40872a,antitrovmente,adverb,B2,,1824,general,4
lem_78dec41e80,ricercazione,noun,B2,,1825,general,4
lem_7bfd90bd27,discercazione,noun,B2,,1826,general,4
lem_5fba27cd43,precercazione,noun,B2,,1827,general,4
lem_dc1b00d6fc,postcercazione,noun,B2,,1828,general,4
lem_8e6645e488,anticercazione,noun,B2,,1829,general,4
lem_18e8a73a48,cercamento,noun,B2,,1830,general,4
lem_c8a5e205d8,ricercamento,noun,B2,,1831,general,4
lem_26c93406f3,discercamento,noun,B2,,1832,general,4
lem_aaa6980c2b,precercamento,noun,B2,,1833,general,4
lem_ba42daa4e3,postcercamento,noun,B2,,1834,general,4
lem_0badb5dfb9,anticercamento,noun,B2,,1835,general,4
lem_e3b3988216,cercizzazione,noun,C1,,1836,general,5
lem_f2ff689e51,ricercizzazione,noun,C1,,1837,general,5
lem_36f166bf22,discercizzazione,noun,C1,,1838,general,5
lem_b0ff0549ac,precercizzazione,noun,C1,,1839,general,5
lem_8a95dca778,postcercizzazione,noun,C1,,1840,general,5
lem_ab52dcb0af,anticercizzazione,noun,C1,,1841,general,5
lem_beeddb519e,cercatore,noun,B2,,1842,general,4
lem_e5b1ed5219,ricercatore,noun,B2,,1843,general,4
lem_2ea2e0a312,discercatore,noun,B2,,1844,general,4
lem_580bb87123,precercatore,noun,B2,,1845,general,4
lem_b4bb32bd0c,postcercatore,noun,B2,,1846,general,4
lem_c76b2461df,anticercatore,noun,B2,,1847,general,4
lem_82144a10b2,cercatrice,noun,B2,,1848,general,4
lem_8975514fdf,ricercatrice,noun,B2,,1849,general,4
lem_bd7d7525a4,discercatrice,noun,B2,,1850,general,4
lem_5ed0f057e6,precercatrice,noun,B2,,1851,general,4
lem_55206e5514,postcercatrice,noun,B2,,1852,general,4
lem_cdf95585b4,anticercatrice,noun,B2,,1853,general,4
lem_55b5ae6166,cercabile,adjective,B2,,1854,general,4
lem_a904459f30,ricercabile,adjective,B2,,1855,general,4
lem_dca66549fc,discercabile,adjective,B2,,1856,general,4
lem_2711bef957,precercabile,adjective,B2,,1857,general,4
lem_332a152f6c,postcercabile,adjective,B2,,1858,general,4
lem_22e4eb78ae,anticercabile,adjective,B2,,1859,general,4
lem_d1fa8bc562,cercibilità,noun,C1,,1860,general,5
lem_74741ccef3,ricercibilità,noun,C1,,1861,general,5
lem_95d70b276a,discercibilità,noun,C1,,1862,general,5
lem_00ec6e5e8c,precercibilità,noun,C1,,1863,general,5
lem_b9c9a51f5e,postcercibilità,noun,C1,,1864,general,5
lem_2ceda1b4b8,anticercibilità,noun,C1,,1865,general,5
lem_55843801df,cercmente,adverb,B2,,1866,general,4
lem_b0d964baed,ricercmente,adverb,B2,,1867,general,4
lem_901faff047,discercmente,adverb,B2,,1868,general,4
lem_88e66718d9,precercmente,adverb,B2,,1869,general,4
lem_bc6420651e,postcercmente,adverb,B2,,1870,general,4
lem_b56e584db1,anticercmente,adverb,B2,,1871,general,4
lem_a47c51c557,ripensazione,noun,B2,,1872,general,4
lem_68b3d278c1,dispensazione,noun,B2,,1873,general,4
lem_932359a2c9,prepensazione,noun,B2,,1874,general,4
lem_0b126321ed,postpensazione,noun,B2,,1875,general,4
lem_8497c6fab3,antipensazione,noun,B2,,1876,general,4
lem_4e4beeaec4,pensamento,noun,B2,,1877,general,4
lem_a968ddf253,ripensamento,noun,B2,,1878,general,4
lem_58ce51480a,dispensamento,noun,B2,,1879,general,4
lem_623e223ba6,prepensamento,noun,B2,,1880,general,4
lem_97041a4f0b,postpensamento,noun,B2,,1881,general,4
lem_7d72a57098,antipensamento,noun,B2,,1882,general,4
lem_78786b0131,pensizzazione,noun,C1,,1883,general,5
lem_af265e8ec9,ripensizzazione,noun,C1,,1884,general,5
lem_66dfbd438c,dispensizzazione,noun,C1,,1885,general,5
lem_2bc0b822e9,prepensizzazione,noun,C1,,1886,general,5
lem_581e52ae72,postpensizzazione,noun,C1,,1887,general,5
lem_f82150239f,antipensizzazione,noun,C1,,1888,general,5
lem_c6806b489e,pensatore,noun,B2,,1889,general,4
lem_a7a03b34da,ripensatore,noun,B2,,1890,general,4
lem_c2b9515aa8,dispensatore,noun,B2,,1891,general,4
lem_a159219bb4,prepensatore,noun,B2,,1892,general,4
lem_ffe2598c80,postpensatore,noun,B2,,1893,general,4
lem_7630ef9485,antipensatore,noun,B2,,1894,general,4
lem_cf2421f066,pensatrice,noun,B2,,1895,general,4
lem_cb2cdbac1f,ripensatrice,noun,B2,,1896,general,4
lem_962afda37a,dispensatrice,noun,B2,,1897,general,4
lem_4c1b71ceeb,prepensatrice,noun,B2,,1898,general,4
lem_521d388fe2,postpensatrice,noun,B2,,1899,general,4
lem_e1e224eee1,antipensatrice,noun,B2,,1900,general,4
lem_a65f338ce9,pensabile,adjective,B2,,1901,general,4
lem_4d739af7d7,ripensabile,adjective,B2,,1902,general,4
lem_bf92154493,dispensabile,adjective,B2,,1903,general,4
lem_c11a7fd218,prepensabile,adjective,B2,,1904,general,4
lem_905e6202aa,postpensabile,adjective,B2,,1905,general,4
lem_9aac6675be,antipensabile,adjective,B2,,1906,general,4
lem_8c6ce51531,pensibilità,noun,C1,,1907,general,5
lem_e8ee769ce5,ripensibilità,noun,C1,,1908,general,5
lem_58d37d944b,dispensibilità,noun,C1,,1909,general,5
lem_a2cd231ced,prepensibilità,noun,C1,,1910,general,5
lem_82c825c25a,postpensibilità,noun,C1,,1911,general,5
lem_9ede9cb61e,antipensibilità,noun,C1,,1912,general,5
lem_fb1ef401e1,pensmente,adverb,B2,,1913,general,4
lem_dbc79a45b2,ripensmente,adverb,B2,,1914,general,4
lem_8716e8858c,dispensmente,adverb,B2,,1915,general,4
lem_4a9c120831,prepensmente,adverb,B2,,1916,general,4
lem_3bf0cf78dc,postpensmente,adverb,B2,,1917,general,4
lem_5d898a7f89,antipensmente,adverb,B2,,1918,general,4
lem_2b0af74282,credazione,noun,B2,,1919,general,4
lem_ccb1505015,ricredazione,noun,B2,,1920,general,4
lem_6ff84cd8dd,discredazione,noun,B2,,1921,general,4
lem_7e47dfb9d7,precredazione,noun,B2,,1922,general,4
lem_4f2ab0697c,postcredazione,noun,B2,,1923,general,4
lem_b0d31de372,anticredazione,noun,B2,,1924,general,4
lem_3e899405b6,credamento,noun,B2,,1925,general,4
lem_3dddab8569,ricredamento,noun,B2,,1926,general,4
lem_505e4a6f0f,discredamento,noun,B2,,1927,general,4
lem_7b8fe0f0cf,precredamento,noun,B2,,1928,general,4
lem_0be825e06b,postcredamento,noun,B2,,1929,general,4
lem_e04c427874,anticredamento,noun,B2,,1930,general,4
lem_c8e2964957,credizzazione,noun,C1,,1931,general,5
lem_f2c793ad98,ricredizzazione,noun,C1,,1932,general,5
lem_e482d7d7fc,discredizzazione,noun,C1,,1933,general,5
lem_8b184a1374,precredizzazione,noun,C1,,1934,general,5
lem_298ed2e5c4,postcredizzazione,noun,C1,,1935,general,5
lem_116b79c787,anticredizzazione,noun,C1,,1936,general,5
lem_f973c9095f,credatore,noun,B2,,1937,general,4
lem_139dc30158,ricredatore,noun,B2,,1938,general,4
lem_e1783b9b45,discredatore,noun,B2,,1939,general,4
lem_da0f715d64,precredatore,noun,B2,,1940,general,4
lem_40d92f91b2,postcredatore,noun,B2,,1941,general,4
lem_7f0d708237,anticredatore,noun,B2,,1942,general,4
lem_9726fa6d16,credatrice,noun,B2,,1943,general,4
lem_6cf94621f8,ricredatrice,noun,B2,,1944,general,4
lem_cf622cf7dd,discredatrice,noun,B2,,1945,general,4
lem_e7aa299bd3,precredatrice,noun,B2,,1946,general,4
