word,lemma,part_of_speech,cefr,english,tense,person
prepareremo,preparare,verb_form,A2,to prepare,future,noi
preparerete,preparare,verb_form,A2,to prepare,future,voi
prepareranno,preparare,verb_form,A2,to prepare,future,loro
preparerei,preparare,verb_form,A2,to prepare,conditional,io
prepareresti,preparare,verb_form,A2,to prepare,conditional,tu
preparerebbe,preparare,verb_form,A2,to prepare,conditional,lui/lei
prepareremmo,preparare,verb_form,A2,to prepare,conditional,noi
preparereste,preparare,verb_form,A2,to prepare,conditional,voi
preparerebbero,preparare,verb_form,A2,to prepare,conditional,loro
incontrare,incontrare,verb_form,A2,to meet,infinitive,
incontro,incontrare,verb_form,A2,to meet,present,io
incontri,incontrare,verb_form,A2,to meet,present,tu
incontra,incontrare,verb_form,A2,to meet,present,lui/lei
incontriamo,incontrare,verb_form,A2,to meet,present,noi
incontrate,incontrare,verb_form,A2,to meet,present,voi
incontrano,incontrare,verb_form,A2,to meet,present,loro
incontravo,incontrare,verb_form,A2,to meet,imperfect,io
incontravi,incontrare,verb_form,A2,to meet,imperfect,tu
incontrava,incontrare,verb_form,A2,to meet,imperfect,lui/lei
incontravamo,incontrare,verb_form,A2,to meet,imperfect,noi
incontravate,incontrare,verb_form,A2,to meet,imperfect,voi
incontravano,incontrare,verb_form,A2,to meet,imperfect,loro
incontrato,incontrare,verb_form,A2,to meet,past_participle,
incontrando,incontrare,verb_form,A2,to meet,gerund,
incontrerò,incontrare,verb_form,A2,to meet,future,io
incontrerai,incontrare,verb_form,A2,to meet,future,tu
incontrerà,incontrare,verb_form,A2,to meet,future,lui/lei
incontreremo,incontrare,verb_form,A2,to meet,future,noi
incontrerete,incontrare,verb_form,A2,to meet,future,voi
incontreranno,incontrare,verb_form,A2,to meet,future,loro
incontrerei,incontrare,verb_form,A2,to meet,conditional,io
incontreresti,incontrare,verb_form,A2,to meet,conditional,tu
incontrerebbe,incontrare,verb_form,A2,to meet,conditional,lui/lei
incontreremmo,incontrare,verb_form,A2,to meet,conditional,noi
incontrereste,incontrare,verb_form,A2,to meet,conditional,voi
incontrerebbero,incontrare,verb_form,A2,to meet,conditional,loro
visitare,visitare,verb_form,A2,to visit,infinitive,
visito,visitare,verb_form,A2,to visit,present,io
visiti,visitare,verb_form,A2,to visit,present,tu
visita,visitare,verb_form,A2,to visit,present,lui/lei
visitiamo,visitare,verb_form,A2,to visit,present,noi
visitate,visitare,verb_form,A2,to visit,present,voi
visitano,visitare,verb_form,A2,to visit,present,loro
visitavo,visitare,verb_form,A2,to visit,imperfect,io
visitavi,visitare,verb_form,A2,to visit,imperfect,tu
visitava,visitare,verb_form,A2,to visit,imperfect,lui/lei
visitavamo,visitare,verb_form,A2,to visit,imperfect,noi
visitavate,visitare,verb_form,A2,to visit,imperfect,voi
visitavano,visitare,verb_form,A2,to visit,imperfect,loro
visitato,visitare,verb_form,A2,to visit,past_participle,
visitando,visitare,verb_form,A2,to visit,gerund,
visiterò,visitare,verb_form,A2,to visit,future,io
visiterai,visitare,verb_form,A2,to visit,future,tu
visiterà,visitare,verb_form,A2,to visit,future,lui/lei
visiteremo,visitare,verb_form,A2,to visit,future,noi
visiterete,visitare,verb_form,A2,to visit,future,voi
visiteranno,visitare,verb_form,A2,to visit,future,loro
visiterei,visitare,verb_form,A2,to visit,conditional,io
visiteresti,visitare,verb_form,A2,to visit,conditional,tu
visiterebbe,visitare,verb_form,A2,to visit,conditional,lui/lei
visiteremmo,visitare,verb_form,A2,to visit,conditional,noi
visitereste,visitare,verb_form,A2,to visit,conditional,voi
visiterebbero,visitare,verb_form,A2,to visit,conditional,loro
telefonare,telefonare,verb_form,A2,to call (by phone),infinitive,
telefono,telefonare,verb_form,A2,to call (by phone),present,io
telefoni,telefonare,verb_form,A2,to call (by phone),present,tu
telefona,telefonare,verb_form,A2,to call (by phone),present,lui/lei
telefoniamo,telefonare,verb_form,A2,to call (by phone),present,noi
telefonate,telefonare,verb_form,A2,to call (by phone),present,voi
telefonano,telefonare,verb_form,A2,to call (by phone),present,loro
telefonavo,telefonare,verb_form,A2,to call (by phone),imperfect,io
telefonavi,telefonare,verb_form,A2,to call (by phone),imperfect,tu
telefonava,telefonare,verb_form,A2,to call (by phone),imperfect,lui/lei
telefonavamo,telefonare,verb_form,A2,to call (by phone),imperfect,noi
telefonavate,telefonare,verb_form,A2,to call (by phone),imperfect,voi
telefonavano,telefonare,verb_form,A2,to call (by phone),imperfect,loro
telefonato,telefonare,verb_form,A2,to call (by phone),past_participle,
telefonando,telefonare,verb_form,A2,to call (by phone),gerund,
telefonerò,telefonare,verb_form,A2,to call (by phone),future,io
telefonerai,telefonare,verb_form,A2,to call (by phone),future,tu
telefonerà,telefonare,verb_form,A2,to call (by phone),future,lui/lei
telefoneremo,telefonare,verb_form,A2,to call (by phone),future,noi
telefonerete,telefonare,verb_form,A2,to call (by phone),future,voi
telefoneranno,telefonare,verb_form,A2,to call (by phone),future,loro
telefonerei,telefonare,verb_form,A2,to call (by phone),conditional,io
telefoneresti,telefonare,verb_form,A2,to call (by phone),conditional,tu
telefonerebbe,telefonare,verb_form,A2,to call (by phone),conditional,lui/lei
telefoneremmo,telefonare,verb_form,A2,to call (by phone),conditional,noi
telefonereste,telefonare,verb_form,A2,to call (by phone),conditional,voi
telefonerebbero,telefonare,verb_form,A2,to call (by phone),conditional,loro
mandare,mandare,verb_form,A2,to send,infinitive,
mando,mandare,verb_form,A2,to send,present,io
mandi,mandare,verb_form,A2,to send,present,tu
manda,mandare,verb_form,A2,to send,present,lui/lei
mandiamo,mandare,verb_form,A2,to send,present,noi
mandate,mandare,verb_form,A2,to send,present,voi
mandano,mandare,verb_form,A2,to send,present,loro
mandavo,mandare,verb_form,A2,to send,imperfect,io
mandavi,mandare,verb_form,A2,to send,imperfect,tu
mandava,mandare,verb_form,A2,to send,imperfect,lui/lei
mandavamo,mandare,verb_form,A2,to send,imperfect,noi
mandavate,mandare,verb_form,A2,to send,imperfect,voi
mandavano,mandare,verb_form,A2,to send,imperfect,loro
mandato,mandare,verb_form,A2,to send,past_participle,
mandando,mandare,verb_form,A2,to send,gerund,
manderò,mandare,verb_form,A2,to send,future,io
manderai,mandare,verb_form,A2,to send,future,tu
manderà,mandare,verb_form,A2,to send,future,lui/lei
manderemo,mandare,verb_form,A2,to send,future,noi
manderete,mandare,verb_form,A2,to send,future,voi
manderanno,mandare,verb_form,A2,to send,future,loro
manderei,mandare,verb_form,A2,to send,conditional,io
manderesti,mandare,verb_form,A2,to send,conditional,tu
manderebbe,mandare,verb_form,A2,to send,conditional,lui/lei
manderemmo,mandare,verb_form,A2,to send,conditional,noi
mandereste,mandare,verb_form,A2,to send,conditional,voi
manderebbero,mandare,verb_form,A2,to send,conditional,loro
ricevere,ricevere,verb_form,A2,to receive,infinitive,
ricevo,ricevere,verb_form,A2,to receive,present,io
ricevi,ricevere,verb_form,A2,to receive,present,tu
riceve,ricevere,verb_form,A2,to receive,present,lui/lei
riceviamo,ricevere,verb_form,A2,to receive,present,noi
ricevete,ricevere,verb_form,A2,to receive,present,voi
ricevono,ricevere,verb_form,A2,to receive,present,loro
ricevevo,ricevere,verb_form,A2,to receive,imperfect,io
ricevevi,ricevere,verb_form,A2,to receive,imperfect,tu
riceveva,ricevere,verb_form,A2,to receive,imperfect,lui/lei
ricevevamo,ricevere,verb_form,A2,to receive,imperfect,noi
ricevevate,ricevere,verb_form,A2,to receive,imperfect,voi
ricevevano,ricevere,verb_form,A2,to receive,imperfect,loro
ricevuto,ricevere,verb_form,A2,to receive,past_participle,
ricevendo,ricevere,verb_form,A2,to receive,gerund,
riceverò,ricevere,verb_form,A2,to receive,future,io
riceverai,ricevere,verb_form,A2,to receive,future,tu
riceverà,ricevere,verb_form,A2,to receive,future,lui/lei
riceveremo,ricevere,verb_form,A2,to receive,future,noi
riceverete,ricevere,verb_form,A2,to receive,future,voi
riceveranno,ricevere,verb_form,A2,to receive,future,loro
riceverei,ricevere,verb_form,A2,to receive,conditional,io
riceveresti,ricevere,verb_form,A2,to receive,conditional,tu
riceverebbe,ricevere,verb_form,A2,to receive,conditional,lui/lei
riceveremmo,ricevere,verb_form,A2,to receive,conditional,noi
ricevereste,ricevere,verb_form,A2,to receive,conditional,voi
riceverebbero,ricevere,verb_form,A2,to receive,conditional,loro
portare,portare,verb_form,A2,to bring / to carry,infinitive,
porto,portare,verb_form,A2,to bring / to carry,present,io
porti,portare,verb_form,A2,to bring / to carry,present,tu
porta,portare,verb_form,A2,to bring / to carry,present,lui/lei
portiamo,portare,verb_form,A2,to bring / to carry,present,noi
portate,portare,verb_form,A2,to bring / to carry,present,voi
portano,portare,verb_form,A2,to bring / to carry,present,loro
portavo,portare,verb_form,A2,to bring / to carry,imperfect,io
portavi,portare,verb_form,A2,to bring / to carry,imperfect,tu
portava,portare,verb_form,A2,to bring / to carry,imperfect,lui/lei
portavamo,portare,verb_form,A2,to bring / to carry,imperfect,noi
portavate,portare,verb_form,A2,to bring / to carry,imperfect,voi
portavano,portare,verb_form,A2,to bring / to carry,imperfect,loro
portato,portare,verb_form,A2,to bring / to carry,past_participle,
portando,portare,verb_form,A2,to bring / to carry,gerund,
porterò,portare,verb_form,A2,to bring / to carry,future,io
porterai,portare,verb_form,A2,to bring / to carry,future,tu
porterà,portare,verb_form,A2,to bring / to carry,future,lui/lei
porteremo,portare,verb_form,A2,to bring / to carry,future,noi
porterete,portare,verb_form,A2,to bring / to carry,future,voi
porteranno,portare,verb_form,A2,to bring / to carry,future,loro
porterei,portare,verb_form,A2,to bring / to carry,conditional,io
porteresti,portare,verb_form,A2,to bring / to carry,conditional,tu
porterebbe,portare,verb_form,A2,to bring / to carry,conditional,lui/lei
porteremmo,portare,verb_form,A2,to bring / to carry,conditional,noi
portereste,portare,verb_form,A2,to bring / to carry,conditional,voi
porterebbero,portare,verb_form,A2,to bring / to carry,conditional,loro
lasciare,lasciare,verb_form,A2,to leave (something),infinitive,
lascio,lasciare,verb_form,A2,to leave (something),present,io
lascii,lasciare,verb_form,A2,to leave (something),present,tu
lascia,lasciare,verb_form,A2,to leave (something),present,lui/lei
lasciiamo,lasciare,verb_form,A2,to leave (something),present,noi
lasciate,lasciare,verb_form,A2,to leave (something),present,voi
lasciano,lasciare,verb_form,A2,to leave (something),present,loro
lasciavo,lasciare,verb_form,A2,to leave (something),imperfect,io
lasciavi,lasciare,verb_form,A2,to leave (something),imperfect,tu
lasciava,lasciare,verb_form,A2,to leave (something),imperfect,lui/lei
lasciavamo,lasciare,verb_form,A2,to leave (something),imperfect,noi
lasciavate,lasciare,verb_form,A2,to leave (something),imperfect,voi
lasciavano,lasciare,verb_form,A2,to leave (something),imperfect,loro
lasciato,lasciare,verb_form,A2,to leave (something),past_participle,
lasciando,lasciare,verb_form,A2,to leave (something),gerund,
lascierò,lasciare,verb_form,A2,to leave (something),future,io
lascierai,lasciare,verb_form,A2,to leave (something),future,tu
lascierà,lasciare,verb_form,A2,to leave (something),future,lui/lei
lascieremo,lasciare,verb_form,A2,to leave (something),future,noi
lascierete,lasciare,verb_form,A2,to leave (something),future,voi
lascieranno,lasciare,verb_form,A2,to leave (something),future,loro
lascierei,lasciare,verb_form,A2,to leave (something),conditional,io
lascieresti,lasciare,verb_form,A2,to leave (something),conditional,tu
lascierebbe,lasciare,verb_form,A2,to leave (something),conditional,lui/lei
lascieremmo,lasciare,verb_form,A2,to leave (something),conditional,noi
lasciereste,lasciare,verb_form,A2,to leave (something),conditional,voi
lascierebbero,lasciare,verb_form,A2,to leave (something),conditional,loro
tenere,tenere,verb_form,A2,to keep / to hold,infinitive,
tengo,tenere,verb_form,A2,to keep / to hold,present,io
tieni,tenere,verb_form,A2,to keep / to hold,present,tu
tiene,tenere,verb_form,A2,to keep / to hold,present,lui/lei
teniamo,tenere,verb_form,A2,to keep / to hold,present,noi
tenete,tenere,verb_form,A2,to keep / to hold,present,voi
tengono,tenere,verb_form,A2,to keep / to hold,present,loro
tenevo,tenere,verb_form,A2,to keep / to hold,imperfect,io
tenevi,tenere,verb_form,A2,to keep / to hold,imperfect,tu
teneva,tenere,verb_form,A2,to keep / to hold,imperfect,lui/lei
tenevamo,tenere,verb_form,A2,to keep / to hold,imperfect,noi
tenevate,tenere,verb_form,A2,to keep / to hold,imperfect,voi
tenevano,tenere,verb_form,A2,to keep / to hold,imperfect,loro
tenuto,tenere,verb_form,A2,to keep / to hold,past_participle,
tenendo,tenere,verb_form,A2,to keep / to hold,gerund,
tenerò,tenere,verb_form,A2,to keep / to hold,future,io
tenerai,tenere,verb_form,A2,to keep / to hold,future,tu
tenerà,tenere,verb_form,A2,to keep / to hold,future,lui/lei
teneremo,tenere,verb_form,A2,to keep / to hold,future,noi
tenerete,tenere,verb_form,A2,to keep / to hold,future,voi
teneranno,tenere,verb_form,A2,to keep / to hold,future,loro
tenerei,tenere,verb_form,A2,to keep / to hold,conditional,io
teneresti,tenere,verb_form,A2,to keep / to hold,conditional,tu
tenerebbe,tenere,verb_form,A2,to keep / to hold,conditional,lui/lei
teneremmo,tenere,verb_form,A2,to keep / to hold,conditional,noi
tenereste,tenere,verb_form,A2,to keep / to hold,conditional,voi
tenerebbero,tenere,verb_form,A2,to keep / to hold,conditional,loro
prendere,prendere,verb_form,A2,to take,infinitive,
prendo,prendere,verb_form,A2,to take,present,io
prendi,prendere,verb_form,A2,to take,present,tu
prende,prendere,verb_form,A2,to take,present,lui/lei
prendiamo,prendere,verb_form,A2,to take,present,noi
prendete,prendere,verb_form,A2,to take,present,voi
prendono,prendere,verb_form,A2,to take,present,loro
prendevo,prendere,verb_form,A2,to take,imperfect,io
prendevi,prendere,verb_form,A2,to take,imperfect,tu
prendeva,prendere,verb_form,A2,to take,imperfect,lui/lei
prendevamo,prendere,verb_form,A2,to take,imperfect,noi
prendevate,prendere,verb_form,A2,to take,imperfect,voi
prendevano,prendere,verb_form,A2,to take,imperfect,loro
preso,prendere,verb_form,A2,to take,past_participle,
prendendo,prendere,verb_form,A2,to take,gerund,
prenderò,prendere,verb_form,A2,to take,future,io
prenderai,prendere,verb_form,A2,to take,future,tu
prenderà,prendere,verb_form,A2,to take,future,lui/lei
prenderemo,prendere,verb_form,A2,to take,future,noi
prenderete,prendere,verb_form,A2,to take,future,voi
prenderanno,prendere,verb_form,A2,to take,future,loro
prenderei,prendere,verb_form,A2,to take,conditional,io
prenderesti,prendere,verb_form,A2,to take,conditional,tu
prenderebbe,prendere,verb_form,A2,to take,conditional,lui/lei
prenderemmo,prendere,verb_form,A2,to take,conditional,noi
prendereste,prendere,verb_form,A2,to take,conditional,voi
prenderebbero,prendere,verb_form,A2,to take,conditional,loro
dare,dare,verb_form,A2,to give,infinitive,
do,dare,verb_form,A2,to give,present,io
di,dare,verb_form,A2,to give,present,tu
da,dare,verb_form,A2,to give,present,lui/lei
diamo,dare,verb_form,A2,to give,present,noi
date,dare,verb_form,A2,to give,present,voi
dano,dare,verb_form,A2,to give,present,loro
davo,dare,verb_form,A2,to give,imperfect,io
davi,dare,verb_form,A2,to give,imperfect,tu
dava,dare,verb_form,A2,to give,imperfect,lui/lei
davamo,dare,verb_form,A2,to give,imperfect,noi
davate,dare,verb_form,A2,to give,imperfect,voi
davano,dare,verb_form,A2,to give,imperfect,loro
dato,dare,verb_form,A2,to give,past_participle,
dando,dare,verb_form,A2,to give,gerund,
derò,dare,verb_form,A2,to give,future,io
derai,dare,verb_form,A2,to give,future,tu
derà,dare,verb_form,A2,to give,future,lui/lei
deremo,dare,verb_form,A2,to give,future,noi
derete,dare,verb_form,A2,to give,future,voi
deranno,dare,verb_form,A2,to give,future,loro
derei,dare,verb_form,A2,to give,conditional,io
deresti,dare,verb_form,A2,to give,conditional,tu
derebbe,dare,verb_form,A2,to give,conditional,lui/lei
deremmo,dare,verb_form,A2,to give,conditional,noi
dereste,dare,verb_form,A2,to give,conditional,voi
derebbero,dare,verb_form,A2,to give,conditional,loro
mettersi,mettersi,verb_form,A2,to start (doing) / to put on,infinitive,
indossare,indossare,verb_form,A2,to wear (clothes),infinitive,
indosso,indossare,verb_form,A2,to wear (clothes),present,io
indossi,indossare,verb_form,A2,to wear (clothes),present,tu
indossa,indossare,verb_form,A2,to wear (clothes),present,lui/lei
indossiamo,indossare,verb_form,A2,to wear (clothes),present,noi
indossate,indossare,verb_form,A2,to wear (clothes),present,voi
indossano,indossare,verb_form,A2,to wear (clothes),present,loro
indossavo,indossare,verb_form,A2,to wear (clothes),imperfect,io
indossavi,indossare,verb_form,A2,to wear (clothes),imperfect,tu
indossava,indossare,verb_form,A2,to wear (clothes),imperfect,lui/lei
indossavamo,indossare,verb_form,A2,to wear (clothes),imperfect,noi
indossavate,indossare,verb_form,A2,to wear (clothes),imperfect,voi
indossavano,indossare,verb_form,A2,to wear (clothes),imperfect,loro
indossato,indossare,verb_form,A2,to wear (clothes),past_participle,
indossando,indossare,verb_form,A2,to wear (clothes),gerund,
indosserò,indossare,verb_form,A2,to wear (clothes),future,io
indosserai,indossare,verb_form,A2,to wear (clothes),future,tu
indosserà,indossare,verb_form,A2,to wear (clothes),future,lui/lei
indosseremo,indossare,verb_form,A2,to wear (clothes),future,noi
indosserete,indossare,verb_form,A2,to wear (clothes),future,voi
indosseranno,indossare,verb_form,A2,to wear (clothes),future,loro
indosserei,indossare,verb_form,A2,to wear (clothes),conditional,io
indosseresti,indossare,verb_form,A2,to wear (clothes),conditional,tu
indosserebbe,indossare,verb_form,A2,to wear (clothes),conditional,lui/lei
indosseremmo,indossare,verb_form,A2,to wear (clothes),conditional,noi
indossereste,indossare,verb_form,A2,to wear (clothes),conditional,voi
indosserebbero,indossare,verb_form,A2,to wear (clothes),conditional,loro
spendere,spendere,verb_form,A2,to spend (money),infinitive,
spendo,spendere,verb_form,A2,to spend (money),present,io
spendi,spendere,verb_form,A2,to spend (money),present,tu
spende,spendere,verb_form,A2,to spend (money),present,lui/lei
spendiamo,spendere,verb_form,A2,to spend (money),present,noi
spendete,spendere,verb_form,A2,to spend (money),present,voi
spendono,spendere,verb_form,A2,to spend (money),present,loro
spendevo,spendere,verb_form,A2,to spend (money),imperfect,io
spendevi,spendere,verb_form,A2,to spend (money),imperfect,tu
spendeva,spendere,verb_form,A2,to spend (money),imperfect,lui/lei
spendevamo,spendere,verb_form,A2,to spend (money),imperfect,noi
spendevate,spendere,verb_form,A2,to spend (money),imperfect,voi
spendevano,spendere,verb_form,A2,to spend (money),imperfect,loro
spenduto,spendere,verb_form,A2,to spend (money),past_participle,
spendendo,spendere,verb_form,A2,to spend (money),gerund,
spenderò,spendere,verb_form,A2,to spend (money),future,io
spenderai,spendere,verb_form,A2,to spend (money),future,tu
spenderà,spendere,verb_form,A2,to spend (money),future,lui/lei
spenderemo,spendere,verb_form,A2,to spend (money),future,noi
spenderete,spendere,verb_form,A2,to spend (money),future,voi
spenderanno,spendere,verb_form,A2,to spend (money),future,loro
spenderei,spendere,verb_form,A2,to spend (money),conditional,io
spenderesti,spendere,verb_form,A2,to spend (money),conditional,tu
spenderebbe,spendere,verb_form,A2,to spend (money),conditional,lui/lei
spenderemmo,spendere,verb_form,A2,to spend (money),conditional,noi
spendereste,spendere,verb_form,A2,to spend (money),conditional,voi
spenderebbero,spendere,verb_form,A2,to spend (money),conditional,loro
guadagnare,guadagnare,verb_form,A2,to earn,infinitive,
guadagno,guadagnare,verb_form,A2,to earn,present,io
guadagni,guadagnare,verb_form,A2,to earn,present,tu
guadagna,guadagnare,verb_form,A2,to earn,present,lui/lei
guadagniamo,guadagnare,verb_form,A2,to earn,present,noi
guadagnate,guadagnare,verb_form,A2,to earn,present,voi
guadagnano,guadagnare,verb_form,A2,to earn,present,loro
guadagnavo,guadagnare,verb_form,A2,to earn,imperfect,io
guadagnavi,guadagnare,verb_form,A2,to earn,imperfect,tu
guadagnava,guadagnare,verb_form,A2,to earn,imperfect,lui/lei
guadagnavamo,guadagnare,verb_form,A2,to earn,imperfect,noi
guadagnavate,guadagnare,verb_form,A2,to earn,imperfect,voi
guadagnavano,guadagnare,verb_form,A2,to earn,imperfect,loro
guadagnato,guadagnare,verb_form,A2,to earn,past_participle,
guadagnando,guadagnare,verb_form,A2,to earn,gerund,
guadagnerò,guadagnare,verb_form,A2,to earn,future,io
guadagnerai,guadagnare,verb_form,A2,to earn,future,tu
guadagnerà,guadagnare,verb_form,A2,to earn,future,lui/lei
guadagneremo,guadagnare,verb_form,A2,to earn,future,noi
guadagnerete,guadagnare,verb_form,A2,to earn,future,voi
guadagneranno,guadagnare,verb_form,A2,to earn,future,loro
guadagnerei,guadagnare,verb_form,A2,to earn,conditional,io
guadagneresti,guadagnare,verb_form,A2,to earn,conditional,tu
guadagnerebbe,guadagnare,verb_form,A2,to earn,conditional,lui/lei
guadagneremmo,guadagnare,verb_form,A2,to earn,conditional,noi
guadagnereste,guadagnare,verb_form,A2,to earn,conditional,voi
guadagnerebbero,guadagnare,verb_form,A2,to earn,conditional,loro
risparmiare,risparmiare,verb_form,A2,to save (money),infinitive,
risparmio,risparmiare,verb_form,A2,to save (money),present,io
risparmii,risparmiare,verb_form,A2,to save (money),present,tu
risparmia,risparmiare,verb_form,A2,to save (money),present,lui/lei
risparmiiamo,risparmiare,verb_form,A2,to save (money),present,noi
risparmiate,risparmiare,verb_form,A2,to save (money),present,voi
risparmiano,risparmiare,verb_form,A2,to save (money),present,loro
risparmiavo,risparmiare,verb_form,A2,to save (money),imperfect,io
risparmiavi,risparmiare,verb_form,A2,to save (money),imperfect,tu
risparmiava,risparmiare,verb_form,A2,to save (money),imperfect,lui/lei
risparmiavamo,risparmiare,verb_form,A2,to save (money),imperfect,noi
risparmiavate,risparmiare,verb_form,A2,to save (money),imperfect,voi
risparmiavano,risparmiare,verb_form,A2,to save (money),imperfect,loro
risparmiato,risparmiare,verb_form,A2,to save (money),past_participle,
risparmiando,risparmiare,verb_form,A2,to save (money),gerund,
risparmierò,risparmiare,verb_form,A2,to save (money),future,io
risparmierai,risparmiare,verb_form,A2,to save (money),future,tu
risparmierà,risparmiare,verb_form,A2,to save (money),future,lui/lei
risparmieremo,risparmiare,verb_form,A2,to save (money),future,noi
risparmierete,risparmiare,verb_form,A2,to save (money),future,voi
risparmieranno,risparmiare,verb_form,A2,to save (money),future,loro
risparmierei,risparmiare,verb_form,A2,to save (money),conditional,io
risparmieresti,risparmiare,verb_form,A2,to save (money),conditional,tu
risparmierebbe,risparmiare,verb_form,A2,to save (money),conditional,lui/lei
risparmieremmo,risparmiare,verb_form,A2,to save (money),conditional,noi
risparmiereste,risparmiare,verb_form,A2,to save (money),conditional,voi
risparmierebbero,risparmiare,verb_form,A2,to save (money),conditional,loro
mantenere,mantenere,verb_form,C1,to maintain,infinitive,
manteno,mantenere,verb_form,C1,to maintain,present,io
manteni,mantenere,verb_form,C1,to maintain,present,tu
mantene,mantenere,verb_form,C1,to maintain,present,lui/lei
manteniamo,mantenere,verb_form,C1,to maintain,present,noi
mantenete,mantenere,verb_form,C1,to maintain,present,voi
mantenono,mantenere,verb_form,C1,to maintain,present,loro
mantenevo,mantenere,verb_form,C1,to maintain,imperfect,io
mantenevi,mantenere,verb_form,C1,to maintain,imperfect,tu
manteneva,mantenere,verb_form,C1,to maintain,imperfect,lui/lei
mantenevamo,mantenere,verb_form,C1,to maintain,imperfect,noi
mantenevate,mantenere,verb_form,C1,to maintain,imperfect,voi
mantenevano,mantenere,verb_form,C1,to maintain,imperfect,loro
mantenuto,mantenere,verb_form,C1,to maintain,past_participle,
mantenendo,mantenere,verb_form,C1,to maintain,gerund,
mantenerò,mantenere,verb_form,C1,to maintain,future,io
mantenerai,mantenere,verb_form,C1,to maintain,future,tu
mantenerà,mantenere,verb_form,C1,to maintain,future,lui/lei
manteneremo,mantenere,verb_form,C1,to maintain,future,noi
mantenerete,mantenere,verb_form,C1,to maintain,future,voi
manteneranno,mantenere,verb_form,C1,to maintain,future,loro
mantenerei,mantenere,verb_form,C1,to maintain,conditional,io
manteneresti,mantenere,verb_form,C1,to maintain,conditional,tu
mantenerebbe,mantenere,verb_form,C1,to maintain,conditional,lui/lei
manteneremmo,mantenere,verb_form,C1,to maintain,conditional,noi
mantenereste,mantenere,verb_form,C1,to maintain,conditional,voi
mantenerebbero,mantenere,verb_form,C1,to maintain,conditional,loro
costruire,costruire,verb_form,A2,to build,infinitive,
costruo,costruire,verb_form,A2,to build,present,io
costrui,costruire,verb_form,A2,to build,present,tu
costrue,costruire,verb_form,A2,to build,present,lui/lei
costruiamo,costruire,verb_form,A2,to build,present,noi
costruite,costruire,verb_form,A2,to build,present,voi
costruono,costruire,verb_form,A2,to build,present,loro
costruivo,costruire,verb_form,A2,to build,imperfect,io
costruivi,costruire,verb_form,A2,to build,imperfect,tu
costruiva,costruire,verb_form,A2,to build,imperfect,lui/lei
costruivamo,costruire,verb_form,A2,to build,imperfect,noi
costruivate,costruire,verb_form,A2,to build,imperfect,voi
costruivano,costruire,verb_form,A2,to build,imperfect,loro
costruito,costruire,verb_form,A2,to build,past_participle,
costruendo,costruire,verb_form,A2,to build,gerund,
costruirò,costruire,verb_form,A2,to build,future,io
costruirai,costruire,verb_form,A2,to build,future,tu
costruirà,costruire,verb_form,A2,to build,future,lui/lei
costruiremo,costruire,verb_form,A2,to build,future,noi
costruirete,costruire,verb_form,A2,to build,future,voi
costruiranno,costruire,verb_form,A2,to build,future,loro
costruirei,costruire,verb_form,A2,to build,conditional,io
costruiresti,costruire,verb_form,A2,to build,conditional,tu
costruirebbe,costruire,verb_form,A2,to build,conditional,lui/lei
costruiremmo,costruire,verb_form,A2,to build,conditional,noi
costruireste,costruire,verb_form,A2,to build,conditional,voi
costruirebbero,costruire,verb_form,A2,to build,conditional,loro
creare,creare,verb_form,A2,to create,infinitive,
creo,creare,verb_form,A2,to create,present,io
crei,creare,verb_form,A2,to create,present,tu
crea,creare,verb_form,A2,to create,present,lui/lei
creiamo,creare,verb_form,A2,to create,present,noi
create,creare,verb_form,A2,to create,present,voi
creano,creare,verb_form,A2,to create,present,loro
creavo,creare,verb_form,A2,to create,imperfect,io
creavi,creare,verb_form,A2,to create,imperfect,tu
creava,creare,verb_form,A2,to create,imperfect,lui/lei
creavamo,creare,verb_form,A2,to create,imperfect,noi
creavate,creare,verb_form,A2,to create,imperfect,voi
creavano,creare,verb_form,A2,to create,imperfect,loro
creato,creare,verb_form,A2,to create,past_participle,
creando,creare,verb_form,A2,to create,gerund,
creerò,creare,verb_form,A2,to create,future,io
creerai,creare,verb_form,A2,to create,future,tu
creerà,creare,verb_form,A2,to create,future,lui/lei
creeremo,creare,verb_form,A2,to create,future,noi
creerete,creare,verb_form,A2,to create,future,voi
creeranno,creare,verb_form,A2,to create,future,loro
creerei,creare,verb_form,A2,to create,conditional,io
creeresti,creare,verb_form,A2,to create,conditional,tu
creerebbe,creare,verb_form,A2,to create,conditional,lui/lei
creeremmo,creare,verb_form,A2,to create,conditional,noi
creereste,creare,verb_form,A2,to create,conditional,voi
creerebbero,creare,verb_form,A2,to create,conditional,loro
sviluppare,sviluppare,verb_form,A2,to develop,infinitive,
sviluppo,sviluppare,verb_form,A2,to develop,present,io
sviluppi,sviluppare,verb_form,A2,to develop,present,tu
sviluppa,sviluppare,verb_form,A2,to develop,present,lui/lei
sviluppiamo,sviluppare,verb_form,A2,to develop,present,noi
sviluppate,sviluppare,verb_form,A2,to develop,present,voi
sviluppano,sviluppare,verb_form,A2,to develop,present,loro
sviluppavo,sviluppare,verb_form,A2,to develop,imperfect,io
sviluppavi,sviluppare,verb_form,A2,to develop,imperfect,tu
sviluppava,sviluppare,verb_form,A2,to develop,imperfect,lui/lei
sviluppavamo,sviluppare,verb_form,A2,to develop,imperfect,noi
sviluppavate,sviluppare,verb_form,A2,to develop,imperfect,voi
